"","logFC","logCPM","F","PValue","FDR","genes"
"ECP_0128",-0.875188160911604,8.81964392059786,77.0894216373872,9.7300274924281e-10,8.75130119760151e-08,"ECP_0128"
"ECP_0809",1.65861249443794,5.44814588194977,76.0755004613215,1.1225652568969e-09,9.90232083343476e-08,"ECP_0809"
"ECP_0539",-1.19254046346635,7.28561376132429,75.5604074476141,1.20778813820775e-09,1.04530645093565e-07,"ECP_0539"
"ECP_0689",0.894176011106538,8.25483022904486,75.1691219343695,1.27713680628309e-09,1.08485676489269e-07,"ECP_0689"
"ECP_2537",-1.00034280079501,7.26795378816064,74.6146367215352,1.38278653188481e-09,1.15324396759193e-07,"ECP_2537"
"ECP_4401",-1.13982908659442,7.96808482979423,72.1654493687847,1.97464807588459e-09,1.61744834358618e-07,"ECP_4401"
"ECP_0849",-0.930669308057828,8.48033724382995,70.8374173286204,2.40427301303109e-09,1.93480707206555e-07,"ECP_0849"
"ECP_1334",-0.959759797246564,7.42220569541679,70.0208307265797,2.71722675186681e-09,2.13100411212644e-07,"ECP_1334"
"ECP_4181",1.07828950935807,7.14582032941436,69.9629793203539,2.74099068270024e-09,2.13100411212644e-07,"ECP_4181"
"ECP_0810",1.45899133616751,6.01007506241138,68.5439837770342,3.39916936996079e-09,2.48438523479653e-07,"ECP_0810"
"ECP_2352",-1.0679486649496,7.3208510807028,68.5659958042219,3.38775856872058e-09,2.48438523479653e-07,"ECP_2352"
"ECP_3282",0.835154626199454,8.831709043035,68.5189995216826,3.41217069527319e-09,2.48438523479653e-07,"ECP_3282"
"ECP_4215",1.55472113305771,5.17816534767378,68.7866456007533,3.27561008851411e-09,2.48438523479653e-07,"ECP_4215"
"ECP_0059",-1.36046599212581,6.53781744192857,67.8851093505981,3.76045072411524e-09,2.69518554242447e-07,"ECP_0059"
"ECP_3811",-1.12151579467343,6.50141320761434,67.4449593839507,4.0245115992788e-09,2.84006687782952e-07,"ECP_3811"
"ECP_3250",-1.09804909496305,10.7024661592134,67.2637337848773,4.13892921595179e-09,2.8765558050865e-07,"ECP_3250"
"ECP_2610",-0.866947735504987,11.3950946783606,66.9547105872744,4.34212124063382e-09,2.9727328553414e-07,"ECP_2610"
"ECP_1157",-1.23663157068356,10.2406720017691,67.9359493650088,4.72638729157201e-09,3.14202007339722e-07,"ECP_1157"
"ECP_1900",1.19509313484795,6.49370870933239,66.4925960961502,4.66610178884746e-09,3.14202007339722e-07,"ECP_1900"
"ECP_0160",-1.05288726445064,9.7537320771055,66.0229144171903,5.02198710579502e-09,3.19942428531691e-07,"ECP_0160"
"ECP_0916",-0.783360730759115,8.60037360552934,66.0463019313926,5.00359684416817e-09,3.19942428531691e-07,"ECP_0916"
"ECP_2109",-1.24906240090522,7.67793041326563,66.086447412222,4.97219679608821e-09,3.19942428531691e-07,"ECP_2109"
"ECP_2640",-1.08783091432687,8.01756037518828,65.6802107727516,5.29990492865545e-09,3.33022793256747e-07,"ECP_2640"
"ECP_3615",1.50990437779704,5.36192529649387,65.3216674674583,5.60833255552041e-09,3.47640830164488e-07,"ECP_3615"
"ECP_3279",0.844603740199461,8.64653762198555,63.6372591831876,7.33706708450772e-09,4.48735022888492e-07,"ECP_3279"
"ECP_2116",1.47103481414259,4.92362183200955,63.0797385638632,8.02822275462202e-09,4.8454549704541e-07,"ECP_2116"
"ECP_0201",1.03613938312843,6.51871732634119,62.9828110443547,8.15532132811391e-09,4.85824141974786e-07,"ECP_0201"
"ECP_3353",-0.963673636194852,11.7593806603553,62.6529014088531,8.60428011378277e-09,5.05997857460533e-07,"ECP_3353"
"ECP_3940",-0.885177005837283,9.85266590413381,62.5598730511094,8.73559676204494e-09,5.07217498069622e-07,"ECP_3940"
"ECP_0488",-1.11175546039856,8.55187697332967,62.7847399864044,9.2062771108901e-09,5.21348063057443e-07,"ECP_0488"
"ECP_1016",-1.61669856102773,6.19363987082417,62.2766210099005,9.14877942180963e-09,5.21348063057443e-07,"ECP_1016"
"ECP_1549",-1.34432392017045,5.84326777640762,62.0230739774323,9.53635827727675e-09,5.33454578266689e-07,"ECP_1549"
"ECP_0523",1.13423572092065,11.2451655318166,61.3468788962402,1.06583342971127e-08,5.89033486998264e-07,"ECP_0523"
"ECP_1256",-0.983510655623925,8.32772183861825,61.1284051431093,1.10503322844227e-08,5.89393885914499e-07,"ECP_1256"
"ECP_2599",2.38606265059575,8.88351689011169,99.9080497844414,1.09200708810113e-08,5.89393885914499e-07,"ECP_2599"
"ECP_4373",0.892363492526562,8.87902060364274,61.1951623680478,1.09289441462494e-08,5.89393885914499e-07,"ECP_4373"
"ECP_1760",1.19671591949288,6.054862616148,60.7166313359091,1.18316435317703e-08,6.23813205519887e-07,"ECP_1760"
"ECP_1045",1.24910309768936,5.24663896484132,60.5560561980843,1.21521337681337e-08,6.33429972663969e-07,"ECP_1045"
"ECP_3740",-1.24842158904263,5.36432396018866,60.4793785528873,1.23084333112005e-08,6.34368355039065e-07,"ECP_3740"
"ECP_4646",1.53019813188365,6.64837873146485,60.2384868246497,1.28135934612404e-08,6.53066146741219e-07,"ECP_4646"
"ECP_2125",-0.933199459784965,8.21924719402661,60.0617320823853,1.31983215906488e-08,6.63233077544637e-07,"ECP_2125"
"ECP_3962",1.31170847929164,7.2947776820788,60.0149255517696,1.33022548799011e-08,6.63233077544637e-07,"ECP_3962"
"ECP_2118",1.69924127935871,5.05155484667445,60.2966544646178,1.34732414442183e-08,6.64535037684186e-07,"ECP_2118"
"ECP_3175",-1.07873735301401,7.41660713187701,59.4130233385739,1.47195387573706e-08,7.10721308211145e-07,"ECP_3175"
"ECP_4118",-1.28899679694915,11.6027382400351,61.5722409258251,1.46706979725911e-08,7.10721308211145e-07,"ECP_4118"
"ECP_2573",0.919230229840008,7.2155094284701,58.9656796766525,1.58770551722153e-08,7.58625542447414e-07,"ECP_2573"
"ECP_1547",0.922794675374988,7.72294838389679,58.5199673374651,1.712754413599e-08,8.0993860775037e-07,"ECP_1547"
"ECP_2493",0.976702792856742,6.89305197964373,58.1088406242927,1.83745497598047e-08,8.60041426002287e-07,"ECP_2493"
"ECP_2484",1.05954729788498,8.00797271421388,57.889454793329,1.90793513517277e-08,8.84009945963383e-07,"ECP_2484"
"ECP_0165",0.933106950284195,7.63697644646198,57.7100693997328,1.96771038480888e-08,8.93652231199834e-07,"ECP_0165"
"ECP_3964",1.07214691273694,6.84921229721777,57.7170930017941,1.96533271585311e-08,8.93652231199834e-07,"ECP_3964"
"ECP_1861",1.0680847318677,6.06277679327153,57.2591758810802,2.12696987028827e-08,9.56510862256109e-07,"ECP_1861"
"ECP_0821",-1.06583488592039,6.69917704600889,57.0466157159257,2.20677329569548e-08,9.80682660470019e-07,"ECP_0821"
"ECP_3582",-0.929034719047365,7.57441447004872,57.0031581664104,2.22347932611471e-08,9.80682660470019e-07,"ECP_3582"
"ECP_0976",1.59878333198876,7.87656939301335,69.9315848767743,2.39395804904616e-08,1.04581767342617e-06,"ECP_0976"
"ECP_1343",1.51558039866303,5.97073808423052,56.7289752316231,2.53180740335315e-08,1.09560382633782e-06,"ECP_1343"
"ECP_4690",0.801257385673211,9.06425271189933,56.1100129337773,2.59850877524384e-08,1.11395885533117e-06,"ECP_4690"
"ECP_1776",0.804824341882288,7.37657009133101,55.4732661258864,2.90686837301248e-08,1.23461159509335e-06,"ECP_1776"
"ECP_0217",-1.17510174033119,9.75148468068943,57.6949220301879,3.32768854927906e-08,1.40037682344432e-06,"ECP_0217"
"ECP_0482",-0.888768996705354,7.4350081643644,54.2670605363386,3.60340780994693e-08,1.50262105674787e-06,"ECP_0482"
"ECP_1346",2.52450639959916,4.00041126731901,54.1493174828506,3.68038473723784e-08,1.5208941251991e-06,"ECP_1346"
"ECP_2355",-0.894211133737002,9.70669525054918,54.0142797674939,3.77083647101223e-08,1.54435954397617e-06,"ECP_2355"
"ECP_1741",-1.0720304792809,5.84229945411743,53.9581818392066,3.80910778916254e-08,1.54622809105209e-06,"ECP_1741"
"ECP_1773",0.924432665148285,9.52997749486406,53.6235310070948,4.0462070740605e-08,1.62806595164171e-06,"ECP_1773"
"ECP_3336",0.872416119108227,6.97369979925209,52.9467510127809,4.57526094936843e-08,1.82182801892762e-06,"ECP_3336"
"ECP_3866",1.08157277228106,5.12017684565056,52.9086126654385,4.60719533890569e-08,1.82182801892762e-06,"ECP_3866"
"ECP_1634",0.841747156493639,6.49244933606732,52.8438790152194,4.66194505443742e-08,1.82282292096962e-06,"ECP_1634"
"ECP_4447",-0.837999053961139,10.9383215604399,52.8119687541962,4.68918911433215e-08,1.82282292096962e-06,"ECP_4447"
"ECP_0826",1.07845124667936,8.779441312998,53.402026359244,5.84856765607893e-08,2.2544016670953e-06,"ECP_0826"
"ECP_0031",-0.932898992505061,7.27956707257527,51.36723207887,6.11978641266436e-08,2.31995539461913e-06,"ECP_0031"
"ECP_1291",1.41243071537748,5.03069810803481,51.3779632508135,6.10758535535101e-08,2.31995539461913e-06,"ECP_1291"
"ECP_3947",-1.20509468390243,6.55544480503912,53.9456874169015,6.22420248858591e-08,2.34019809960193e-06,"ECP_3947"
"ECP_0267",-0.761682662736465,8.52713668709795,50.7083815960223,6.9211224974219e-08,2.581072267941e-06,"ECP_0267"
"ECP_1574",-0.803429337844365,7.485085271986,50.6356102392973,7.01627679183033e-08,2.59545658420369e-06,"ECP_1574"
"ECP_2600",1.0092006725159,6.17175014939491,50.1096693836618,7.74695255945195e-08,2.82025963414334e-06,"ECP_2600"
"ECP_4581",-0.805641361046786,6.66659768003445,50.1502058255697,7.68784264192703e-08,2.82025963414334e-06,"ECP_4581"
"ECP_0873",-0.944764311210486,6.54839198057741,49.8099030245806,8.19943158134626e-08,2.96147973729412e-06,"ECP_0873"
"ECP_0411",-1.1837988657991,5.40181347649808,49.6450294763669,8.46026142503864e-08,3.03181399661346e-06,"ECP_0411"
"ECP_2857",-0.983527255456666,5.39463725171327,49.5055267001016,8.68787929436015e-08,3.08924824211085e-06,"ECP_2857"
"ECP_2057",-0.902920129037494,9.25324331107974,49.425625586963,8.82118794621409e-08,3.1125222391757e-06,"ECP_2057"
"ECP_1761",1.17083470900027,5.33559618458899,49.3406747832433,8.96532156683566e-08,3.11544924447539e-06,"ECP_1761"
"ECP_2196",-1.14825045593529,7.55985670883493,51.3217852238578,8.92542864407114e-08,3.11544924447539e-06,"ECP_2196"
"ECP_2499",-1.08251828028861,6.21134301943885,48.9325263459361,9.69377460034262e-08,3.34325895426854e-06,"ECP_2499"
"ECP_4759",0.979077486850349,6.14355958488347,48.3759061731025,1.07908341493156e-07,3.69384748081423e-06,"ECP_4759"
"ECP_3963",1.05670513442991,6.76632944151243,48.1424435670202,1.12898034985773e-07,3.83602434429438e-06,"ECP_3963"
"ECP_1947",-1.46611174241816,3.86859058013429,48.0181631023251,1.15654254784385e-07,3.84424686011575e-06,"ECP_1947"
"ECP_2438",0.888038477542226,7.36795196864971,48.0327977599445,1.15325993997953e-07,3.84424686011575e-06,"ECP_2438"
"ECP_2523",-0.873995516429733,8.52271877944796,48.0478498406363,1.1498940831017e-07,3.84424686011575e-06,"ECP_2523"
"ECP_1587",0.770488342115358,10.9262037159624,47.9473000951486,1.172579174519e-07,3.86951127591271e-06,"ECP_1587"
"ECP_1545",1.92382334291409,4.55330527085141,47.881179474633,1.18775693371987e-07,3.89160075355216e-06,"ECP_1545"
"ECP_3526",1.11964982451423,6.18688582970251,47.7997890735658,1.20672856657834e-07,3.9257191027623e-06,"ECP_3526"
"ECP_1527",1.70941735071869,3.09245306561413,47.4559254750775,1.29052868233673e-07,4.16877117315393e-06,"ECP_1527"
"ECP_0209",-0.940112523119715,6.87664164158144,47.2843703398035,1.33464229227505e-07,4.28112181445152e-06,"ECP_0209"
"ECP_3280",0.973273471441178,8.37864396814256,47.2392138658353,1.34651971437805e-07,4.28922634017507e-06,"ECP_3280"
"ECP_1345",2.15695788079717,5.42389923452767,56.3758838215861,1.45855265438977e-07,4.61405587978336e-06,"ECP_1345"
"ECP_4097",1.10339202186239,5.80602173533113,46.6361007710309,1.51645349558201e-07,4.76436450974979e-06,"ECP_4097"
"ECP_4169",0.909999899921443,7.36900647880596,46.3515176597847,1.60446741394584e-07,5.00659321616978e-06,"ECP_4169"
"ECP_3900",-0.702987190925245,10.0999339236566,45.9061556242171,1.75333879455424e-07,5.43416557474346e-06,"ECP_3900"
"ECP_1127",-0.889488542418487,6.53707829382072,45.5447268247183,1.88499883232958e-07,5.80301318382269e-06,"ECP_1127"
"ECP_4778",0.951304556392664,6.41979141210983,45.348834982261,1.96073733168574e-07,5.99593476029498e-06,"ECP_4778"
"ECP_1541",1.15750047000808,5.0520476535526,44.6274628025251,2.26892953989645e-07,6.89243695331459e-06,"ECP_1541"
"ECP_0653",1.39332274527605,5.88567976669698,44.3419222106729,2.40487815985501e-07,7.25735271003613e-06,"ECP_0653"
"ECP_3495",-1.03023556390234,6.53615970568689,44.3024517483132,2.42434473713316e-07,7.26828059426784e-06,"ECP_3495"
"ECP_0538",-0.824501271702547,7.65984862878361,43.7445490047948,2.71826438127947e-07,8.06729924196693e-06,"ECP_0538"
"ECP_2768",1.12448389715781,5.82344183432078,43.7306908659452,2.72603309898599e-07,8.06729924196693e-06,"ECP_2768"
"ECP_3585",0.824047516016479,7.83396955030856,43.6151938539039,2.79170966816238e-07,8.20870015888516e-06,"ECP_3585"
"ECP_2254",-2.15526653865088,5.2649465626889,43.4907508727142,2.86436976071537e-07,8.26639436780326e-06,"ECP_2254"
"ECP_3493",0.757828303985842,8.49038334771321,43.5345607755925,2.83856209761327e-07,8.26639436780326e-06,"ECP_3493"
"ECP_3697",0.945107687346886,6.14213026152384,43.4890191269562,2.8653950391993e-07,8.26639436780326e-06,"ECP_3697"
"ECP_0886",1.18584259406729,4.98232492301541,43.4371599609203,2.89628061053743e-07,8.30327447533451e-06,"ECP_0886"
"ECP_2335",-0.755254337409092,11.5135977493289,42.5493597501387,3.48405744548909e-07,9.92631770339034e-06,"ECP_2335"
"ECP_3586",0.973562931688714,6.3202919099977,42.3192910837585,3.65634248823766e-07,1.03528660453988e-05,"ECP_3586"
"ECP_0525",0.915422903840325,6.72717619967664,42.1909103415648,3.75641712442984e-07,1.05709726072145e-05,"ECP_0525"
"ECP_1422",0.87547480544678,7.2046468319961,42.0308635792906,3.88529237480505e-07,1.08669732458724e-05,"ECP_1422"
"ECP_2510",-0.739317555334429,8.65966053211112,42.000376711939,3.91037280044235e-07,1.08708363852297e-05,"ECP_2510"
"ECP_1231",1.49237411559155,4.15497515849982,41.31003668252,4.52717450905049e-07,1.25097285982016e-05,"ECP_1231"
"ECP_0807",1.57753988022659,4.30760758856912,41.0775314667732,4.75767829440763e-07,1.30271167485352e-05,"ECP_0807"
"ECP_2552",-0.607916625356998,9.15952072170768,41.0642550514165,4.77121345924116e-07,1.30271167485352e-05,"ECP_2552"
"ECP_0779",0.738393411818687,7.07117841970466,40.8405402671689,5.00558454316411e-07,1.35062448820552e-05,"ECP_0779"
"ECP_1678",1.14134253653287,4.94448273059977,40.8415952869536,5.00445083251908e-07,1.35062448820552e-05,"ECP_1678"
"ECP_2179",-0.846722512811747,6.35724537296676,40.7992456946734,5.05017545192494e-07,1.35223039173188e-05,"ECP_2179"
"ECP_3913",1.29969077195469,5.03858224202863,40.7805568485016,5.07049547368396e-07,1.35223039173188e-05,"ECP_3913"
"ECP_0530",-0.675299461443043,8.66074281842055,40.6857884958569,5.17488871075158e-07,1.36721901347818e-05,"ECP_0530"
"ECP_2911",0.966706907515301,7.04987231749779,40.6755430626237,5.18631149651632e-07,1.36721901347818e-05,"ECP_2911"
"ECP_3502",1.24681125772092,5.04317212009592,40.6316060708374,5.23560389564055e-07,1.37232657538875e-05,"ECP_3502"
"ECP_1779",-0.908662616568727,5.93979133222609,40.4401422715665,5.45632366399688e-07,1.42205435492919e-05,"ECP_1779"
"ECP_0684",-0.606985153844246,9.01584783876561,40.2465347768687,5.68965583608643e-07,1.47202452387046e-05,"ECP_0684"
"ECP_0937",0.773093907495709,7.47255566271424,40.1897752511619,5.76006547448615e-07,1.47202452387046e-05,"ECP_0937"
"ECP_2569",-0.654956150026619,8.34466835355795,40.1970138089585,5.75103454641045e-07,1.47202452387046e-05,"ECP_2569"
"ECP_3566",-1.18412800012275,6.41373783266382,40.1766969215203,5.77642062996911e-07,1.47202452387046e-05,"ECP_3566"
"ECP_3753",0.920065451164636,6.11299472762136,39.896198641584,6.13941364544081e-07,1.55588344705177e-05,"ECP_3753"
"ECP_2630",1.52702801787077,4.34216064203936,39.5336845480966,6.64505655114867e-07,1.66405936203711e-05,"ECP_2630"
"ECP_4133",0.969727040669924,6.97551953786902,39.513080177073,6.6751018664667e-07,1.66405936203711e-05,"ECP_4133"
"ECP_4491",0.842573599319288,8.50793386642704,39.5586523962922,6.608841933308e-07,1.66405936203711e-05,"ECP_4491"
"ECP_3156",-0.724552970190177,9.57932927128857,39.4223654539585,6.80911926231479e-07,1.6882935165534e-05,"ECP_3156"
"ECP_0686",0.864441638634618,7.23494416206319,39.3061610316842,6.98500914816608e-07,1.72259338508805e-05,"ECP_0686"
"ECP_2578",-0.841374220572415,8.44546946852005,39.2110163103297,7.13263752226829e-07,1.7495940275211e-05,"ECP_2578"
"ECP_2209",1.50407589553174,4.49814458755397,39.1510021647118,7.2274688348809e-07,1.75424918673047e-05,"ECP_2209"
"ECP_4156",0.828437154734444,9.55450346450273,39.1506035102311,7.22810325467755e-07,1.75424918673047e-05,"ECP_4156"
"ECP_0918",0.831825419618253,7.3784067736343,39.079537365962,7.34215458056945e-07,1.77255068742485e-05,"ECP_0918"
"ECP_0811",-0.871159854282078,7.1598970511297,39.0253630435225,7.4303881501454e-07,1.77516616899567e-05,"ECP_0811"
"ECP_0834",-0.692779686176138,8.73836683223981,39.0427877506079,7.40188560572532e-07,1.77516616899567e-05,"ECP_0834"
"ECP_1120",-0.710895071462087,8.14538040397426,38.946403046055,7.56102522196746e-07,1.78775374707035e-05,"ECP_1120"
"ECP_2536",-0.685806679989041,7.97943501835726,38.9631072691843,7.53318526416362e-07,1.78775374707035e-05,"ECP_2536"
"ECP_2846",0.904648159908482,7.15620120794019,38.6916619461285,7.99948996200694e-07,1.87844253071126e-05,"ECP_2846"
"ECP_4263",1.04816099225727,5.67183535211475,38.6764705647585,8.02648214561603e-07,1.87844253071126e-05,"ECP_4263"
"ECP_0356",1.16656953713123,6.14590889303385,38.5837380473418,8.19337480529367e-07,1.88859347898905e-05,"ECP_0356"
"ECP_0597",0.927269767886368,9.9546012272516,39.1924000556434,8.18597414424373e-07,1.88859347898905e-05,"ECP_0597"
"ECP_2106",-0.830331767612649,7.35951307363414,38.5940067770327,8.17471270127677e-07,1.88859347898905e-05,"ECP_2106"
"ECP_3251",-0.792464356469901,10.1355359362104,38.4242284340637,8.48918450033119e-07,1.94699446515096e-05,"ECP_3251"
"ECP_1293",1.03612158482492,5.66438333597956,38.3280717819138,8.6730039395338e-07,1.96945886488324e-05,"ECP_1293"
"ECP_1652",-0.642164733385868,7.42216800966244,38.3281610199991,8.67283138735842e-07,1.96945886488324e-05,"ECP_1652"
"ECP_2068",0.775765626151351,6.26888873556371,38.1040665805242,9.11792890961383e-07,2.06029260632506e-05,"ECP_2068"
"ECP_0011",-1.33702007655058,6.91041150053588,42.2536260256115,9.41432457632416e-07,2.11683857017642e-05,"ECP_0011"
"ECP_1300",-1.14977414729021,6.59458193846985,37.8411266891986,9.6715201639505e-07,2.16406160936785e-05,"ECP_1300"
"ECP_3270",-0.761531982537992,9.44278408935996,37.8026150515455,9.75557240357044e-07,2.17227235996008e-05,"ECP_3270"
"ECP_0474",-0.710652225435061,8.60867933549383,37.7653758871687,9.83759016603995e-07,2.17995295128624e-05,"ECP_0474"
"ECP_2931",-0.698120148827732,8.47184871667197,37.4436713357542,1.05775900760063e-06,2.33266373455004e-05,"ECP_2931"
"ECP_3905",-0.77991457319436,7.75201119939529,37.0959029817744,1.14449528978786e-06,2.51186597811336e-05,"ECP_3905"
"ECP_3522",0.716015728677445,6.92767292467969,36.981000790167,1.17479880198855e-06,2.56609624034356e-05,"ECP_3522"
"ECP_2501",-0.749761873265384,7.48437033980852,36.8136993420072,1.22046475086763e-06,2.65320938968238e-05,"ECP_2501"
"ECP_0153",-0.595977524797076,9.03918605317423,36.7749119428236,1.23132059158807e-06,2.65935253868491e-05,"ECP_0153"
"ECP_0788",-0.756205864410805,7.09876660301389,36.7243530144608,1.24562623322985e-06,2.65935253868491e-05,"ECP_0788"
"ECP_3062",1.7664430086757,4.29784107669339,36.7241393033173,1.24568707841447e-06,2.65935253868491e-05,"ECP_3062"
"ECP_3527",0.67628127404349,7.88662536476854,36.7213520720299,1.24648091523273e-06,2.65935253868491e-05,"ECP_3527"
"ECP_4145",-0.834945493922286,10.4257447275638,36.6179029335388,1.27633026039731e-06,2.71042912242706e-05,"ECP_4145"
"ECP_0412",-0.76804515763259,6.40232933327078,36.5286712632222,1.30269117134692e-06,2.75366101519277e-05,"ECP_0412"
"ECP_1848",0.64532651613664,9.13808006664768,36.3357035831431,1.36170863923319e-06,2.86520987530397e-05,"ECP_1848"
"ECP_0541",0.757848796135971,7.01406133610366,35.7565902011737,1.55663827432906e-06,3.26041085130017e-05,"ECP_0541"
"ECP_0723",0.765686983744803,6.24974810820128,35.5954848349152,1.61602167411073e-06,3.35999988896879e-05,"ECP_0723"
